date,ic_mean,ic_20d,ic_60d,ic_120d,ir,hit_rate,n_days,n_folds,mode,n_tickers,n_factors,factors
2026-06-07 22:27,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-07 22:35,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-07 23:04,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-07 23:24,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-07 23:39,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-07 23:41,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 00:15,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 00:36,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:23,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:29,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:40,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:42,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:44,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:46,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 01:54,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 02:18,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 02:40,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 02:44,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 09:43,0.0243171057643557,0.0424643151227841,0.0294148688687816,0.0162276693746625,0.2045912839609563,0.5786163522012578,318,3.0,swing,535,,
2026-06-08 09:54,0.0247367674228141,0.0323932204142874,0.02346863718265,0.0133519640871584,0.200479183686166,0.5754716981132075,318,3.0,swing,535,,
2026-06-08 11:16,0.0243171057643557,0.0424643151227841,0.0294148688687816,0.0162276693746625,0.2045912839609563,0.5786163522012578,318,3.0,swing,535,,
2026-06-08 11:43,0.0176348326248173,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1474555238548044,0.5534591194968553,318,3.0,swing,535,,
2026-06-08 11:44,0.0176348326248173,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1474555238548044,0.5534591194968553,318,3.0,swing,535,,
2026-06-08 11:46,0.0176348326248173,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1474555238548044,0.5534591194968553,318,3.0,swing,535,,
2026-06-08 11:48,0.0176348326248173,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1474555238548044,0.5534591194968553,318,3.0,swing,535,,
2026-06-08 12:07,0.0178229372421834,0.0131055023828474,0.0249877441267882,0.0191749485888091,0.1511349695472475,0.550314465408805,318,3.0,swing,535,,
2026-06-08 12:27,0.0178229372421834,0.0131055023828474,0.0249877441267882,0.0191749485888091,0.1511349695472475,0.550314465408805,318,3.0,swing,535,,
2026-06-08 13:37,0.0178229372421834,0.0131055023828474,0.0249877441267882,0.0191749485888091,0.1511349695472475,0.550314465408805,318,3.0,swing,535,,
2026-06-08 14:53,0.0143525438319281,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1242340945120987,0.5440251572327044,318,3.0,swing,535,,
2026-06-08 14:56,0.0143525438319281,0.0152791924345618,0.0187425091575681,0.0108100094397574,0.1242340945120987,0.5440251572327044,318,3.0,swing,535,,
2026-06-08 16:10,0.0377815952394967,-0.0093358284722013,0.0077849854704879,0.0233519683991102,0.2445324771236378,0.5974842767295597,318,3.0,swing,535,,
2026-06-08 16:28,-0.0009074433224836,-0.0113381949439353,0.0070041779303763,-0.0041757594578145,-0.0067216045138817,0.5238095238095238,147,5.0,scalp,536,,
2026-06-08 16:30,-0.0009074433224836,-0.0113381949439353,0.0070041779303763,-0.0041757594578145,-0.0067216045138817,0.5238095238095238,147,5.0,scalp,536,,
2026-06-08 16:39,0.0208968989528907,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.140246205036289,0.5628930817610063,318,3.0,swing,535,,
2026-06-08 17:10,0.0208968989528907,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.140246205036289,0.5628930817610063,318,3.0,swing,535,,
2026-06-08 17:16,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-08 17:26,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-08 18:39,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-08 18:45,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-09 09:12,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-09 10:19,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-09 11:56,0.0149573432951093,-0.0028936602627597,0.0086179621480543,0.0165061681299071,0.10183019799481,0.5408805031446541,318,3.0,swing,535,,
2026-06-09 12:50,0.0173389741000684,0.0039440409602091,0.0099003235809062,0.014680438668755,0.1167484388687637,0.5660377358490566,318,3.0,swing,535,,
2026-06-09 15:20,0.0173389741000684,0.0039440409602091,0.0099003235809062,0.014680438668755,0.1167484388687637,0.5660377358490566,318,3.0,swing,535,,
2026-06-09 15:57,0.0077273566459977,0.0180846055104242,-0.0126063742508975,0.003346848078867,0.0507981303957725,0.5283018867924528,318,3.0,swing,535,,
2026-06-09 16:00,0.0077273566459977,0.0180846055104242,-0.0126063742508975,0.003346848078867,0.0507981303957725,0.5283018867924528,318,3.0,swing,535,,
2026-06-09 17:06,0.0099516105911878,0.0088935462394891,-0.0179547059520486,0.0008117939469585,0.0656844536870866,0.5220125786163522,318,3.0,swing,535,,
2026-06-09 18:58,0.0149973081587336,0.0197400830519946,-0.0083731671061516,0.0008397074608836,0.0945041964038624,0.5377358490566038,318,3.0,swing,535,,
2026-06-10 00:23,0.0138113822807957,0.020661481590383,-0.0061917947476879,0.0012167246745416,0.0880482879525566,0.5377358490566038,318,3.0,swing,535,,
2026-06-10 12:21,0.0147508811958672,0.0166038833556728,-0.0069130663121559,0.0012723881247649,0.0948942212369098,0.5377358490566038,318,3.0,swing,535,,
2026-06-10 18:03,0.0192392141214491,0.0298574263679571,0.0001211499918157,0.0005061866474718,0.1245339636169731,0.5691823899371069,318,3.0,swing,535,,
2026-06-11 07:44,0.0254828408088043,0.0257027114775584,-0.0058329785285236,-0.0002959356871117,0.1544304805510951,0.5723270440251572,318,3.0,swing,535,,
2026-06-11 10:41,0.002524233083083,0.1195195040695871,-0.1198347755357596,0.0114264346594721,0.0082997780994841,0.5283018867924528,318,,v8_simple,36,,
2026-06-11 10:47,0.002524233083083,0.1195195040695871,-0.1198347755357596,0.0114264346594721,0.0082997780994841,0.5283018867924528,318,,v8_simple,36,,
2026-06-11 10:47,0.002524233083083,0.1195195040695871,-0.1198347755357596,0.0114264346594721,0.0082997780994841,0.5283018867924528,318,,v8_simple,36,,
2026-06-11 10:47,0.002524233083083,0.1195195040695871,-0.1198347755357596,0.0114264346594721,0.0082997780994841,0.5283018867924528,318,,v8_simple,36,,
2026-06-11 10:47,0.0001320822015769,0.1195195040695871,-0.1198347755357596,0.0114264346594721,0.0004339196975148,0.5238095238095238,315,,v8_simple,36,,
2026-06-11 10:47,-0.0113563505042367,0.1195195040695871,-0.1198347755357596,0.0114264346594721,-0.038113686595403,0.5115511551155115,303,,v8_simple,36,,
2026-06-11 10:51,5.010269080301034e-05,0.0473239594118039,0.0004256799967595,0.0116743920748395,0.0002547556996986,0.5408805031446541,318,,v8_simple,535,,
2026-06-11 10:51,5.010269080301034e-05,0.0473239594118039,0.0004256799967595,0.0116743920748395,0.0002547556996986,0.5408805031446541,318,,v8_simple,535,,
2026-06-11 10:51,5.010269080301034e-05,0.0473239594118039,0.0004256799967595,0.0116743920748395,0.0002547556996986,0.5408805031446541,318,,v8_simple,535,,
2026-06-11 10:51,-0.0009522461483438,0.0473239594118039,0.0004256799967595,0.0116743920748395,-0.0048271615116062,0.5365079365079365,315,,v8_simple,535,,
2026-06-11 10:51,-0.0008324506464449,0.0473239594118039,0.0004256799967595,0.0116743920748395,-0.0041804747494551,0.5313531353135313,303,,v8_simple,535,,
2026-06-11 11:58,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 11:59,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 11:59,0.0223372373145321,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.1014125515437913,0.5873015873015873,315,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 11:59,0.0263706164225456,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.1185214521027821,0.6006600660066007,303,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 12:11,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 12:17,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 12:21,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 17:29,0.0213558910351446,0.0261560476509289,0.0574476442000713,0.0415150267776941,0.0972220158664616,0.5849056603773585,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-11 23:44,-0.0076849069505996,0.0357151464760781,0.0027885913435008,-0.0051570985823202,-0.042904248164002,0.5314465408805031,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-12 01:28,0.0185793510966662,0.0307369524902662,0.0029404291501816,0.0021909248510764,0.117426144072118,0.5534591194968553,318,3.0,swing,535,,
2026-06-12 01:29,-0.0075797630910221,0.0354145825247615,0.0043367616748094,-0.0063987693194179,-0.0418567325931521,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-12 11:02,-0.0075797630910221,0.0354145825247615,0.0043367616748094,-0.0063987693194179,-0.0418567325931521,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-12 13:48,-0.0075797630910221,0.0354145825247615,0.0043367616748094,-0.0063987693194179,-0.0418567325931521,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-14 09:39,0.0159106523322498,0.0400504433245879,-0.0004953994518784,0.0003359976335994,0.0994379169164597,0.550314465408805,318,3.0,swing,535,,
2026-06-14 09:40,-0.0018705376449346,0.0283527668277392,0.0172621145417056,0.0051063223421244,-0.0098177327731517,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-14 09:42,-0.0018705376449346,0.0283527668277392,0.0172621145417056,0.0051063223421244,-0.0098177327731517,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-15 12:28,0.0144679292488558,0.0386538364046102,-0.001141542365844,-0.0002631408279491,0.0933912822974093,0.559748427672956,318,3.0,swing,535,,
2026-06-15 12:29,-0.0018712031783539,0.0283527668277392,0.0172621814822223,0.0051058513777773,-0.0098212392645563,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
2026-06-16 07:05,-0.0018712031783539912,0.02835276682773925,0.01726218148222236,0.005105851377777312,-0.009821239264556329,0.5377358490566038,318,,v9_factorlab,535,5.0,"mom_42d,mom_126d,mom_63d,rs_bench_63d,ram_63d"
